napustiti,-2
napušten,-2
napušta,-2
oteta,-2
otmica,-2
Otmice,-2
osjećati gađenje,-3
prezirali,-3
odvratno,-3
gnuša,-3
sposobnosti,2
sposobnost,2
na brodu,1
odsutnosti,-1
odsutni,-1
osloboditi,2
oslobođen,2
oslobađa,2
oslobođeni,2
apsorbira,1
zlostavljanje,-3
zlostavljani,-3
zloupotrebe,-3
uvredljiv,-3
prihvatiti,1
prihvaćeno,1
prihvaćanja,1
prihvati,1
nesreća,-2
slučajno,-2
slučajno,-2
nesreća,-2
ostvariti,2
ostvaren,2
ostvaruje,2
optužba,-2
optužbe,-2
optuživati,​​-2
Optuženi,-2
optužuje,-2
optužujući,-2
bol,-2
ostvarive,1
bolan,-2
osloboditi,2
oslobodio,2
oslobođen,2
oslobađajuća,2
zajedljiv,-3
aktivan,1
odgovarajuća,1
dive,3
divio,3
divi,3
diveći,3
Priznajem,-1
priznaje,-1
priznao,-1
opominju,-2
opominjao,-2
usvojiti,1
usvaja,1
sladak,3
obožavaju,3
obožavala,3
obožava,3
napredni,1
prednost,2
prednosti,2
avantura,2
avanture,2
avanturistički,2
utjecati,-1
ljubav,3
ljubazan,3
Pati,-1
uvrijeđeno,-1
strah,-2
pogoršati,-2
pogoršalo,-2
pogoršava,-2
otežavajuća,-2
agresija,-2
agresije,-2
agresivan,-2
zaprepašteno,-2
uzbuđeno,2
mučiti,-3
muči,-3
agonises,-3
bolan,-3
mučiti,-3
muči,-3
agonistički,-3
bolan,-3
slažu,1
drag,2
dogovoreno,1
Sporazum,1
slaže,1
alarm,-2
uznemiren,-2
uzbunu,-2
alarmisti,-2
nažalost,-1
Dojava,-1
otuđenje,-2
živ,1
alergijski,-2
dopustiti,1
sama,-2
iznenaditi,2
zaprepašteni,2
zadivljuje,2
Nevjerojatno,4
ambiciozan,2
ambivalentno,-1
zabavljati,3
zabavlja,3
zabava,3
amusements,3
ljutnja,-3
Angers,-3
ljut,-3
tjeskoba,-3
tjeskobno,-3
neprijateljstvo,-2
smetati,-2
smetnja,-2
ojađen,-2
neugodno,-2
iritira,-2
antagonistički,-2
anti,-1
očekivanje,1
anksioznost,-2
zabrinuti,-2
apatični,-3
apatija,-3
apeshit,-3
apokaliptična,-2
Ispričavam se,-1
ispričao,-1
ispričava,-1
ispričava,-1
Ispričavam se,-1
ispričao,-1
ispričava,-1
ispričava,-1
Isprika,-1
zaprepašten,-2
grozno,-2
smiriti,2
smiren,2
ublažava,2
umirivanja,2
zapljeskati,2
pljeskom,2
pljeskala,2
plješće,2
pljesak,2
cijeniti,2
poštovati,2
cijeni,2
cijeni,2
uvažavanje,2
prestrašen,-2
odobrenje,2
odobren,2
odobrava,2
gorljivi,1
uhititi,-2
uhićen,-3
uhićenja,-2
arogantan,-2
ashame,-2
stidi,-2
magarac,-4
Atentat,-3
ubojstva,-3
imovine,2
imovina,2
assfucking,-4
šupak,-4
zapanjeni,2
zapanjiti,3
zapanjen,3
zapanjujuće,3
zapanjujuće,3
zapanjuje,3
napad,-1
napadnuti,-1
napadaju,-1
Napadi,-1
privući,1
privukla,1
privlačenja,2
atrakcija,2
atrakcije,2
privlači,1
smion,3
vlast,1
spriječiti,-1
otklonjena,-1
odvraća,-1
strastveni,2
izbjeći,-1
izbjeći,-1
izbjegava,-1
čekaju,-1
čekala,-1
čeka,-1
Nagrada,3
nagrađen,3
nagrade,3
super,4
strašno,-3
nespretan,-2
sjekira,-1
axed,-1
podlogom,1
podloga,2
leđa,1
loše,-3
badass,-3
loše,-3
spašavanja,-2
prevariti,-2
bamboozled,-2
bamboozles,-2
zabrana,-2
prognati,-1
u stečaju,-3
bankster,-3
zabranjen,-2
jeftino,2
barijera,-2
gad,-5
gadovi,-5
bitka,-1
bitke,-1
tukli,-2
blažen,3
tuče,-1
ljepotice,3
lijepa,3
lijepo,3
uljepšati,3
omalovažavati,-2
omalovažavan,-2
ljubljeni,3
korist,2
prednosti,2
profitirao,2
benefitting,2
oduzeti,-2
napušten,-2
bereaves,-2
bereaving,-2
najbolje,3
izdati,-3
izdaja,-3
izdao,-3
izdaju,-3
izdaje,-3
bolje,2
pristranosti,-1
pristran,-2
veliki,1
kuja,-5
kuje,-5
gorka,-2
gorko,-2
bizarno,-2
bla,-2
kriv,-2
krivi,-2
krivi,-2
okrivljavanje,-2
blagoslovi,2
blagoslivlja,2
blagoslov,3
slijepa,-1
blaženstvo,3
blažen,3
veseo,2
blok,-1
blockbuster,3
blokiran,-1
blokiranje,-1
blokovi,-1
krvav,-3
mutno,-2
hvalisav,-2
podebljano,2
hrabro,2
bomba,-1
potaknuti,1
potaknut,1
jačanje,1
pojačava,1
bore,-2
dosadno,-3
smetaju,-2
smeta,-2
dosadan,-2
bojkot,-2
bojkotirali,-2
bojkotom,-2
bojkoti,-2
ispiranje mozga,-3
hrabri,2
proboj,3
dah,5
podmititi,-3
svijetle,1
najsjajnije,2
svjetline,1
sjajan,4
žustar,2
razbio,-1
slomljena,-1
razmišljanje,-2
maltretiraju,-2
sranje,-4
nasilnik,-2
nasilničko ponašanje,-2
sori,-2
dinamičnim,2
teret,-2
opterećeni,-2
opterećuje,-2
tereta,-2
mirna,2
smiruje,2
smirujući,2
smiruje,2
ne može opstati,-3
odustajanje,-1
otkazan,-1
otkazivanja,-1
otkaže,-1
rak,-1
sposoban,1
osvojila,3
briga,2
bezbrižan,1
Pazite,2
Pažljivo,2
neoprezan,-2
briga,2
blagajnik u,-2
ranjenik,-2
katastrofa,-3
katastrofalne,-4
oprezan,-1
slave,3
slavi,3
cenzurirati,-2
cenzurirani,-2
cenzura,-2
sigurno,1
žalost,-2
ozlojeđeni,-2
izazov,-1
prilika,2
šanse,2
kaos,-2
kaotičan,-2
napunjena,-3
troškove,-2
šarm,3
šarmantan,3
charmless,-3
kazniti,-3
šibao,-3
chastises,-3
kažnjava,-3
varati,-3
varao,-3
varalica,-3
varalice,-3
vara,-3
razveseliti,2
klicali,2
vesela,2
pljeskati,2
nevesela,-2
Živjeli,2
živahni,3
njeguju,2
njeguju,2
njeguje,2
njeguje,2
šik,2
djetinjasto,-2
hlađenja,-1
gušiti,-2
uguši,-2
prigušnice,-2
gušenje,-2
pojašnjava,2
jasnoća,2
clash,-2
stilom,3
čist,2
sredstvo za čišćenje,2
Jasno,1
izbrisani,1
Jasno,1
Čisti,1
pametan,2
zamagljeno,-1
clueless,-2
penis,-5
guzica,-5
cocksuckers,-5
samosvjestan,-2
prisiljen,-2
kolaps,-2
propali,-2
padne,-2
urušavanja,-2
sudaraju,-1
sudara,-1
sudaraju,-1
sudara,-2
sudari,-2
u dosluhu,-3
borbeno,-1
borbama,-1
komedija,1
udobnost,2
udoban,2
utješno,2
udobnost,2
pohvaliti,2
pohvalio,2
počiniti,1
opredjeljenje,2
obvezuje,1
počinio,1
počinio,1
suosjećajni,2
primoran,1
Nadležni,2
konkurentan,2
spokojan,-2
žaliti,-2
žalili,-2
žali,-2
sveobuhvatan,2
pomiriti,2
usuglašen,2
conciliates,2
conciliating,2
osuditi,-2
sud,-2
osuđeni,-2
osuđuje,-2
povjerenje,2
uvjeren,2
sukoba,-2
oprečna,-2
konfliktan,-2
sukobi,-2
zbuniti,-2
zbunjen,-2
zbunjujuće,-2
Čestitamo,2
Čestitam,2
čestitka,2
čestitke,2
suglasnost,2
suglasnosti,2
consolable,2
zavjera,-3
ograničen,-2
zaraza,-2
contagions,-2
zarazna,-1
prezir,-2
preziran,-2
prezirno,-2
tvrde,-1
kandidat,-1
boriti,-1
sporno,-2
sporan,-2
kontroverzan,-2
kontroverzno,-2
uvjeriti,1
Uvjeren,1
uvjerava,1
gostoljubiv,2
cool,1
cool stvari,3
stjeran,-2
Leš,-1
skupo,-2
hrabrost,2
hrabri,2
uljudan,2
uslužnost,2
prikrivanje,-3
kukavica,-2
kukavički,-2
coziness,2
grč,-1
sranje,-3
sudar,-2
luđi,-2
najluđi,-2
ludo,-2
kreativni,2
pokunjen,-2
vikala,-2
plače,-2
kriminal,-3
kriminalac,-3
kriminalci,-3
kriza,-3
kritičar,-2
kritika,-2
kritizirati,-2
kritizirao,-2
kritizira,-2
kritizira,-2
kritičari,-2
okrutno,-3
okrutnost,-3
gnječiti,-1
slomiti,-2
zgnječi,-1
drobljenje,-1
plakati,-1
plače,-2
pička,-5
znatiželjan,1
prokletstvo,-1
cut,-1
slatka,2
rezovi,-1
rezanje,-1
cinik,-2
ciničan,-2
cinizam,-2
šteta,-3
ošteti,-3
osuditi,-4
proklet,-4
Kvragu,-4
opasnost,-2
Daredevil,2
hrabar,2
najtamnije,-2
tama,-1
neustrašiv,2
mrtav,-3
zastoja,-2
zaglušujuća,-1
draga,2
skupo,3
smrt,-2
nonšalantan,2
duga,-2
prijevara,-3
prijevare,-3
prevariti,-3
prevario,-3
vara,-3
obmanjuje,-3
obmana,-3
Odlučujući,1
posvećen,2
poražen,-2
mana,-3
nedostatke,-3
branitelj,2
branitelji,2
bespomoćan,-2
odgoditi,-1
odgađanja,-1
prkosan,-1
deficit,-2
degradirati,-2
degradiran,-2
degradirati,-2
dehumanizacije,-2
postati,-2
Dehumanizira,-2
dehumanizirajuće,-2
utući,-2
bezvoljan,-2
dejecting,-2
dejects,-2
kašnjenje,-1
odgođen,-1
užitak,3
oduševljeni,3
oduševljene,3
užitke,3
potražnja,-1
zahtijevao,-1
zahtjevan,-1
zahtjevi,-1
demonstracije,-1
demoralizirani,-2
odbijen,-2
dena,-2
negiraju,-2
negira,-2
otkazati,-2
osuđuje,-2
zanijekati,-2
negira,-2
depresivan,-2
depresivno,-2
iskočiti,-2
iskliznuti,-2
iskliznica,-2
rugati,-2
ismijavati,-2
derides,-2
vidu podrugljive,-2
podsmijeh,-2
poželjno,2
želja,1
poželjno,2
željan,2
očaj,-3
očajno,-3
očajava,-3
očajna,-3
očajnički,-3
malodušan,-3
uništiti,-3
uništen,-3
uništi,-3
uništi,-3
razaranja,-3
destruktivan,-3
samostojeća,-1
pritvoriti,-2
pritvoru,-2
pritvor,-2
određen,2
devastirati,-2
devastiran,-2
poražavajući,-2
posvećen,3
dijamant,1
kurac,-4
kurvin sin,-4
umrijeti,-3
umro,-3
teško,-1
sramežljiv,-2
dilema,-1
dipshit,-3
dire,-3
strašan,-3
prljavštine,-2
prljaviji,-2
najprljavije,-2
prljavo,-2
onemogućavanje,-1
Nedostatak,-2
nepovoljnom položaju,-2
nestaju,-1
nestala,-1
nestaje,-1
razočarati,-2
razočaran,-2
razočaravajući,-2
razočarao,-2
razočaranja,-2
razočarao,-2
katastrofa,-2
katastrofa,-2
katastrofalne,-3
Nevjernici,-2
odbaciti,-1
odbačena,-1
odbacivanje,-1
odbacuje,-1
neutješan,-2
tuzi,-2
nezadovoljni,-2
nesklad,-2
diskontiraju,-1
obeshrabreni,-2
diskreditirani,-2
prezir,-2
sramota,-2
osramoćena,-2
maskirati,-1
prikriveno,-1
prerušavanje,-1
prikrivanja,-1
gađenje,-3
gadi,-3
odvratno,-3
tužan,-2
nepošteni,-2
razočaran,-2
nesklon,-2
nepovezano,-2
Ne sviđa mi se,-2
smrknuti,-2
plaši,-2
poremećaj,-2
neorganizirani,-2
dezorijentiran,-2
omalovažavati,-2
obezvrijedio,-2
omalovažavaju,-2
podcjenjivački,-2
žao,-2
spor,-2
sporno,-2
sporovi,-2
sporu,-2
diskvalificirana,-2
nemir,-2
zanemarivanje,-2
zanemarena,-2
bez obzira,-2
zanemaruje,-2
nepoštovanje,-2
disrespected,-2
poremećaj,-2
poremećaji,-2
destruktivan,-2
nezadovoljni,-2
iskrivljuju,-2
