放棄,-2
被遺棄,-2
放棄,-2
綁架,-2
綁架,-2
綁架,-2
深惡痛絕,-3
憎惡,-3
可惡,-3
痛恨,-3
能力,2
能力,2
上船,1
缺席,-1
缺席,-1
免除,2
免除,2
免除,2
通行,2
吸收,1
濫用,-3
濫用,-3
虐待,-3
辱罵,-3
接受,1
接受,1
接受,1
接受,1
事故,-2
偶然,-2
一不小心,-2
事故,-2
完成,2
完成,2
完成,2
指責,-2
被告,-2
疼痛,-2
可以實現的,1
疼痛,-2
開釋,2
acquits,2
無罪釋放,2
無罪釋放,2
激烈,-3
活性,1
充足,1
佩服,3
欽佩,3
欽佩,3
欣賞,3
不得不承認,-1
承認,-1
承認,-1
告誡,-2
告誡,-2
採納,1
採用,1
可愛,3
愛情,3
崇拜,3
崇拜,3
先進的,1
優勢,2
優點,2
冒險,2
冒險,2
冒險,2
影響,-1
親情,3
深情,3
折磨,-1
冒犯,-1
害怕,-2
加重,-2
加重,-2
加重,-2
加重,-2
侵略,-2
侵略,-2
積極進取,-2
駭然,-2
急切,2
煩惱,-3
痛苦,-3
agonises,-3
折騰,-3
煩惱,-3
痛苦,-3
激動,-3
折騰,-3
同意,1
同意,2
同意,1
協議,1
同意,1
報警,-2
大驚失色,-2
危言聳聽,-2
危言聳聽,-2
唉,-1
警報,-1
異化,-2
活著,1
過敏,-2
允許,1
獨自一人,-2
驚奇,2
驚訝,2
驚訝,2
驚人的,4
雄心勃勃,2
矛盾,-1
逗,3
逗樂,3
娛樂,3
娛樂,3
憤怒,-3
昂熱,-3
生氣,-3
痛苦,-3
痛苦,-3
敵意,-2
惹惱,-2
煩惱,-2
惱火,-2
討厭,-2
惹惱,-2
拮抗,-2
反,-1
預計,1
焦慮,-2
急,-2
精神萎靡,-3
冷漠,-3
apeshit,-3
世界末日,-2
道歉,-1
道歉,-1
道歉,-1
道歉,-1
道歉,-1
道歉,-1
道歉,-1
道歉,-1
道歉,-1
膽寒,-2
慘不忍睹,-2
安撫,2
平息,2
姑息,2
安撫,2
鼓掌,2
鼓掌,2
鼓掌,2
鼓掌,2
掌聲,2
欣賞,2
理解的是,2
讚賞,2
升值,2
升值,2
惶惑,-2
批准,2
批准,2
批准,2
殷切,1
逮捕,-2
被捕,-3
逮捕,-2
傲慢,-2
羞愧,-2
慚愧,-2
屁股,-4
暗殺,-3
暗殺,-3
資產,2
資產,2
屁股他媽的,-4
混蛋,-4
驚訝,2
震驚,3
震驚,3
令人咋舌,3
令人嘆為觀止,3
驚奇,3
攻擊,-1
攻擊,-1
攻擊,-1
攻擊,-1
吸引,1
吸引,1
吸引,2
吸引力,2
旅遊景點,2
吸引,1
大膽,3
權威,1
避免,-1
避免,-1
可避免出現,-1
狂熱的,2
避免,-1
避免,-1
避免,-1
